event_id,booking_id,bed_start_date_time,bed_assignment,facility,section,cell
bm_20171004042_2018-04-14 21:30:00,20171004042,2018-04-14 21:30:00,Div11-DC-206-2,Division 11,DIV11-DC,DIV11-DC-206
bm_20180623027_2019-02-16 20:10:00,20180623027,2019-02-16 20:10:00,DIV9-1H-1264-2,Division 9,DIV9-1H,DIV9-1H-1264
bm_20180527052_2019-01-16 12:30:00,20180527052,2019-01-16 12:30:00,Div11-BC-202-2,Division 11,DIV11-BC,DIV11-BC-202
bm_20151223213_2019-02-22 07:30:00,20151223213,2019-02-22 07:30:00,DIV08-4G-D5-11,Division 8 RTU,DIV08-4G,DIV08-4G-D5
bm_20160524079_2018-12-26 19:00:00,20160524079,2018-12-26 19:00:00,DIV10-2A-2121-2,Division 10,DIV10-2A,DIV10-2A-2121
bm_20180405095_2019-02-25 23:15:00,20180405095,2019-02-25 23:15:00,DIV6-2Q-18-1,Division 6,DIV6-2Q,DIV6-2Q-18
bm_20180107096_2018-10-05 23:30:00,20180107096,2018-10-05 23:30:00,DIV 15-EMAW-EM AWOLS-GENERAL,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS
bm_20180824043_2018-12-19 04:00:00,20180824043,2018-12-19 04:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180405095_2019-02-12 09:00:00,20180405095,2019-02-12 09:00:00,DIV6-2Q-14-1,Division 6,DIV6-2Q,DIV6-2Q-14
bm_20180226194_2019-01-12 00:30:00,20180226194,2019-01-12 00:30:00,Div11-CF-312-1,Division 11,DIV11-CF,DIV11-CF-312
bm_20140727278_2018-11-28 17:00:00,20140727278,2018-11-28 17:00:00,DIV9-3A-3326-2,Division 9,DIV9-3A,DIV9-3A-3326
bm_20170316137_2018-08-27 13:00:00,20170316137,2018-08-27 13:00:00,DIV 15-US-US MARSHAL-GENERAL,Division 15,DIV15-US,DIV15-US-US MARSHAL
bm_20180531245_2019-02-12 19:00:00,20180531245,2019-02-12 19:00:00,DIV6-2K-16-1,Division 6,DIV6-2K,DIV6-2K-16
bm_20181126102_2019-01-12 10:00:00,20181126102,2019-01-12 10:00:00,DIV2-D2-S-19,Division 2,DIV2-D2,DIV2-D2-S
bm_20180612146_2019-01-09 11:00:00,20180612146,2019-01-09 11:00:00,DIV6-2R-12-2,Division 6,DIV6-2R,DIV6-2R-12
bm_20180619128_2019-02-10 21:00:00,20180619128,2019-02-10 21:00:00,DIV6-2R-16-2,Division 6,DIV6-2R,DIV6-2R-16
bm_20180905122_2019-01-24 08:00:00,20180905122,2019-01-24 08:00:00,Div11-DG-405-2,Division 11,DIV11-DG,DIV11-DG-405
bm_20180626082_2019-02-20 17:00:00,20180626082,2019-02-20 17:00:00,DIV8-3W-Dayroom-DR,Division 8,DIV8-3W,DIV8-3W-Dayroom
bm_20180410194_2019-02-22 11:30:00,20180410194,2019-02-22 11:30:00,DIV10-4C-4301-1,Division 10,DIV10-4C,DIV10-4C-4301
bm_20181116105_2018-11-21 21:00:00,20181116105,2018-11-21 21:00:00,Div11-DG-403-2,Division 11,DIV11-DG,DIV11-DG-403
bm_20180818153_2018-09-22 09:30:00,20180818153,2018-09-22 09:30:00,Div11-DG-406-2,Division 11,DIV11-DG,DIV11-DG-406
bm_20180613096_2019-01-24 13:00:00,20180613096,2019-01-24 13:00:00,DIV10-2A-2113-1,Division 10,DIV10-2A,DIV10-2A-2113
bm_20180626115_2019-02-19 21:00:00,20180626115,2019-02-19 21:00:00,DIV6-1L-7-1,Division 6,DIV6-1L,DIV6-1L-7
bm_20180510183_2019-02-20 13:30:00,20180510183,2019-02-20 13:30:00,DIV8-2N-Dayroom-DR,Division 8,DIV8-2N,DIV8-2N-Dayroom
bm_20180403123_2019-02-21 13:00:00,20180403123,2019-02-21 13:00:00,DIV9-1H-1259-1,Division 9,DIV9-1H,DIV9-1H-1259
bm_20180620233_2019-02-24 03:30:00,20180620233,2019-02-24 03:30:00,DIV8-2N-2237-4_X,Division 8,DIV8-2N,DIV8-2N-2237
bm_20171224150_2019-02-25 13:30:00,20171224150,2019-02-25 13:30:00,DIV6-1B-7-1,Division 6,DIV6-1B,DIV6-1B-7
bm_20180605187_2018-06-06 03:00:00,20180605187,2018-06-06 03:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180125134_2018-04-15 23:00:00,20180125134,2018-04-15 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20150807245_2019-02-22 08:30:00,20150807245,2019-02-22 08:30:00,DIV9-2B-2308-1,Division 9,DIV9-2B,DIV9-2B-2308
bm_20180601103_2019-01-16 21:00:00,20180601103,2019-01-16 21:00:00,DIV10-1A-1102-1,Division 10,DIV10-1A,DIV10-1A-1102
bm_20180615245_2019-02-08 01:00:00,20180615245,2019-02-08 01:00:00,Div11-DF-409-1,Division 11,DIV11-DF,DIV11-DF-409
bm_20180421165_2019-02-17 19:30:00,20180421165,2019-02-17 19:30:00,DIV10-3C-3321-1,Division 10,DIV10-3C,DIV10-3C-3321
bm_20171003213_2019-02-23 20:05:00,20171003213,2019-02-23 20:05:00,DIV9-1F-1232-2,Division 9,DIV9-1F,DIV9-1F-1232
bm_20180602025_2018-07-03 23:00:00,20180602025,2018-07-03 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20181025004_2019-02-25 13:00:00,20181025004,2019-02-25 13:00:00,DIV9-2A-2327-2,Division 9,DIV9-2A,DIV9-2A-2327
bm_20180611001_2019-02-23 21:00:00,20180611001,2019-02-23 21:00:00,DIV6-2C-20-2,Division 6,DIV6-2C,DIV6-2C-20
bm_20171224150_2019-02-22 11:15:00,20171224150,2019-02-22 11:15:00,DIV6-1Q-2-2,Division 6,DIV6-1Q,DIV6-1Q-2
bm_20181025004_2019-02-24 20:00:00,20181025004,2019-02-24 20:00:00,DIV9-1G-1290-1,Division 9,DIV9-1G,DIV9-1G-1290
bm_20180803045_2019-02-22 16:00:00,20180803045,2019-02-22 16:00:00,DIV08-3D-D3-31,Division 8 RTU,DIV08-3D,DIV08-3D-D3
bm_20170622001_2019-02-20 05:00:00,20170622001,2019-02-20 05:00:00,DIV8-2N-2241-1,Division 8,DIV8-2N,DIV8-2N-2241
bm_20140409114_2019-02-24 11:23:00,20140409114,2019-02-24 11:23:00,DIV9-1G-1090-1,Division 9,DIV9-1G,DIV9-1G-1090
bm_20181010217_2018-10-16 09:00:00,20181010217,2018-10-16 09:00:00,DIV08-4F-D4-21,Division 8 RTU,DIV08-4F,DIV08-4F-D4
bm_20180226083_2019-01-09 08:00:00,20180226083,2019-01-09 08:00:00,DIV08-4H-D6-32,Division 8 RTU,DIV08-4H,DIV08-4H-D6
bm_20160916068_2019-02-25 11:30:00,20160916068,2019-02-25 11:30:00,Div11-DD-110-2,Division 11,DIV11-DD,DIV11-DD-110
bm_20180629189_2019-02-02 10:00:00,20180629189,2019-02-02 10:00:00,DIV2-D3-CC-29,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180603164_2019-02-04 12:00:00,20180603164,2019-02-04 12:00:00,DIV08-3G-D5-14_C,Division 8 RTU,DIV08-3G,DIV08-3G-D5
bm_20180607031_2018-12-04 23:30:00,20180607031,2018-12-04 23:30:00,DIV6-2K-13-1,Division 6,DIV6-2K,DIV6-2K-13
bm_20171211121_2019-01-26 18:00:00,20171211121,2019-01-26 18:00:00,DIV2-D3-CC-23,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180318072_2019-02-14 01:30:00,20180318072,2019-02-14 01:30:00,DIV2-D3-CC-31,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180306223_2019-01-26 18:00:00,20180306223,2019-01-26 18:00:00,DIV2-D3-CC-27,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180311052_2019-02-16 23:30:00,20180311052,2019-02-16 23:30:00,DIV9-1H-1058-2,Division 9,DIV9-1H,DIV9-1H-1058
bm_20181012056_2019-01-26 18:00:00,20181012056,2019-01-26 18:00:00,DIV2-D3-CC-18,Division 2,DIV2-D3,DIV2-D3-CC
bm_20160916068_2019-02-11 11:30:00,20160916068,2019-02-11 11:30:00,DIV2-D3-CC-41,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180502163_2019-01-25 12:30:00,20180502163,2019-01-25 12:30:00,DIV9-1G-1089-2,Division 9,DIV9-1G,DIV9-1G-1089
bm_20170710036_2019-01-26 18:00:00,20170710036,2019-01-26 18:00:00,DIV2-D3-CC-19,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180515020_2019-02-20 03:30:00,20180515020,2019-02-20 03:30:00,DIV2-D3-CC-33,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180601129_2019-02-15 10:00:00,20180601129,2019-02-15 10:00:00,DIV2-D3-BB-19,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180829019_2019-02-20 19:00:00,20180829019,2019-02-20 19:00:00,DIV2-D3-BB-1,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180220182_2019-01-26 18:00:00,20180220182,2019-01-26 18:00:00,DIV2-D3-CC-17,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180215198_2018-02-15 15:30:00,20180215198,2018-02-15 15:30:00,DIV 15-KK-KANKAKEE CO-GENERAL,Division 15,DIV15-KK,DIV15-KK-KANKAKEE CO
bm_20170421173_2018-09-17 10:30:00,20170421173,2018-09-17 10:30:00,DIV08-3A-7-2,Division 8 RTU,DIV08-3A,DIV08-3A-7
bm_20180406170_2019-02-21 14:00:00,20180406170,2019-02-21 14:00:00,DIV08-3G-D5-6_X_C,Division 8 RTU,DIV08-3G,DIV08-3G-D5
bm_20180830226_2019-02-01 21:00:00,20180830226,2019-02-01 21:00:00,DIV08-3D-D3-19,Division 8 RTU,DIV08-3D,DIV08-3D-D3
bm_20180621153_2019-02-07 17:30:00,20180621153,2019-02-07 17:30:00,DIV08-4E-2-1,Division 8 RTU,DIV08-4E,DIV08-4E-2
bm_20180427114_2019-02-01 23:30:00,20180427114,2019-02-01 23:30:00,DIV08-4G-D5-17,Division 8 RTU,DIV08-4G,DIV08-4G-D5
bm_20180613224_2019-02-22 23:30:00,20180613224,2019-02-22 23:30:00,DIV2-D2-V-15,Division 2,DIV2-D2,DIV2-D2-V
bm_20181001023_2019-01-13 07:30:00,20181001023,2019-01-13 07:30:00,DIV08-4G-D5-27,Division 8 RTU,DIV08-4G,DIV08-4G-D5
bm_20170608092_2019-01-11 10:49:00,20170608092,2019-01-11 10:49:00,Div11-DD-110-2,Division 11,DIV11-DD,DIV11-DD-110
bm_20170317202_2019-01-27 02:30:00,20170317202,2019-01-27 02:30:00,DIV9-2G-2092-1,Division 9,DIV9-2G,DIV9-2G-2092
bm_20180607118_2019-02-22 23:30:00,20180607118,2019-02-22 23:30:00,DIV08-2F-D2-39,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180511199_2019-02-18 09:00:00,20180511199,2019-02-18 09:00:00,DIV6-1L-11-2,Division 6,DIV6-1L,DIV6-1L-11
bm_20180825110_2019-02-06 19:30:00,20180825110,2019-02-06 19:30:00,Div11-AG-301-2,Division 11,DIV11-AG,DIV11-AG-301
bm_20181014005_2019-02-17 15:30:00,20181014005,2019-02-17 15:30:00,Div11-BD-106-2,Division 11,DIV11-BD,DIV11-BD-106
bm_20170221156_2019-02-15 10:09:00,20170221156,2019-02-15 10:09:00,DIV2-D3-DD-37,Division 2,DIV2-D3,DIV2-D3-DD
bm_20180216146_2018-12-07 20:30:00,20180216146,2018-12-07 20:30:00,Div11-DC-211-2,Division 11,DIV11-DC,DIV11-DC-211
bm_20180115129_2019-02-21 23:30:00,20180115129,2019-02-21 23:30:00,Div11-DC-207-2,Division 11,DIV11-DC,DIV11-DC-207
bm_20180118013_2019-02-22 23:30:00,20180118013,2019-02-22 23:30:00,Div11-AA-205-2,Division 11,DIV11-AA,DIV11-AA-205
bm_20180624109_2019-02-09 10:30:00,20180624109,2019-02-09 10:30:00,Div11-DJ-404-1,Division 11,DIV11-DJ,DIV11-DJ-404
bm_20180216122_2019-02-12 23:00:00,20180216122,2019-02-12 23:00:00,DIV6-1N-16-2,Division 6,DIV6-1N,DIV6-1N-16
bm_20180527031_2019-01-15 21:20:00,20180527031,2019-01-15 21:20:00,DIV2-D2-N-28,Division 2,DIV2-D2,DIV2-D2-N
bm_20160108074_2019-02-02 10:00:00,20160108074,2019-02-02 10:00:00,DIV2-D3-CC-43,Division 2,DIV2-D3,DIV2-D3-CC
bm_20130728135_2018-11-24 23:00:00,20130728135,2018-11-24 23:00:00,DIV9-2E-2204-2,Division 9,DIV9-2E,DIV9-2E-2204
bm_20180328076_2019-02-17 20:30:00,20180328076,2019-02-17 20:30:00,DIV6-1Q-17-1,Division 6,DIV6-1Q,DIV6-1Q-17
bm_20180226185_2019-02-22 11:53:00,20180226185,2019-02-22 11:53:00,DIV10-4C-4323-1,Division 10,DIV10-4C,DIV10-4C-4323
bm_20180309030_2018-03-10 03:00:00,20180309030,2018-03-10 03:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180712192_2019-01-17 08:00:00,20180712192,2019-01-17 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20181124023_2019-02-11 10:40:00,20181124023,2019-02-11 10:40:00,DIV10-3B-3219-2,Division 10,DIV10-3B,DIV10-3B-3219
bm_20150721256_2019-02-23 20:00:00,20150721256,2019-02-23 20:00:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20181025004_2019-02-16 20:30:00,20181025004,2019-02-16 20:30:00,DIV9-1H-1061-1,Division 9,DIV9-1H,DIV9-1H-1061
bm_20170520179_2019-02-15 19:00:00,20170520179,2019-02-15 19:00:00,DIV9-1G-1290-1,Division 9,DIV9-1G,DIV9-1G-1290
bm_20150805179_2018-12-06 18:30:00,20150805179,2018-12-06 18:30:00,DIV9-3C-3359-1,Division 9,DIV9-3C,DIV9-3C-3359
bm_20180217001_2019-02-21 01:30:00,20180217001,2019-02-21 01:30:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20180703210_2019-02-23 20:30:00,20180703210,2019-02-23 20:30:00,DIV6-1D-10-1,Division 6,DIV6-1D,DIV6-1D-10
bm_20140502303_2019-01-15 10:30:00,20140502303,2019-01-15 10:30:00,DIV9-2B-2108-1,Division 9,DIV9-2B,DIV9-2B-2108
bm_20180529239_2019-01-22 09:03:00,20180529239,2019-01-22 09:03:00,DIV10-1C-1306-1,Division 10,DIV10-1C,DIV10-1C-1306
bm_20180908068_2018-12-25 12:00:00,20180908068,2018-12-25 12:00:00,DIV10-2C-2324-2,Division 10,DIV10-2C,DIV10-2C-2324
bm_20181024175_2019-01-08 08:00:00,20181024175,2019-01-08 08:00:00,DIV9-1G-1087-2,Division 9,DIV9-1G,DIV9-1G-1087
bm_20170105224_2019-02-24 11:25:00,20170105224,2019-02-24 11:25:00,DIV9-3D-3392-1,Division 9,DIV9-3D,DIV9-3D-3392
bm_20180627120_2019-02-02 10:46:00,20180627120,2019-02-02 10:46:00,DIV10-2C-2319-1,Division 10,DIV10-2C,DIV10-2C-2319
bm_20161207002_2019-02-22 19:30:00,20161207002,2019-02-22 19:30:00,DIV8-3S-3105-1,Division 8,DIV8-3S,DIV8-3S-3105
bm_20170105224_2019-02-24 11:00:00,20170105224,2019-02-24 11:00:00,DIV9-3D-3389-1,Division 9,DIV9-3D,DIV9-3D-3389
bm_20180314179_2019-02-22 11:00:00,20180314179,2019-02-22 11:00:00,DIV08-3H-D6-14,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20161222168_2019-02-21 11:30:00,20161222168,2019-02-21 11:30:00,Div11-AG-407-1,Division 11,DIV11-AG,DIV11-AG-407
bm_20140409114_2019-02-24 03:30:00,20140409114,2019-02-24 03:30:00,DIV8-2N-2245-1,Division 8,DIV8-2N,DIV8-2N-2245
bm_20170105224_2019-02-08 23:30:00,20170105224,2019-02-08 23:30:00,DIV9-3D-3392-1,Division 9,DIV9-3D,DIV9-3D-3392
bm_20140914030_2019-02-24 10:52:00,20140914030,2019-02-24 10:52:00,DIV9-3D-3388-2,Division 9,DIV9-3D,DIV9-3D-3388
bm_20140914030_2019-02-15 12:30:00,20140914030,2019-02-15 12:30:00,DIV9-1G-1284-2,Division 9,DIV9-1G,DIV9-1G-1284
bm_20180223032_2019-02-18 10:00:00,20180223032,2019-02-18 10:00:00,Div11-DD-107-1,Division 11,DIV11-DD,DIV11-DD-107
bm_20170831245_2019-02-20 12:30:00,20170831245,2019-02-20 12:30:00,DIV08-5A-5-1,Division 8 RTU,DIV08-5A,DIV08-5A-5
bm_20180620233_2018-06-21 01:30:00,20180620233,2018-06-21 01:30:00,DIV9-3D-3388-2,Division 9,DIV9-3D,DIV9-3D-3388
bm_20180127165_2018-12-28 12:30:00,20180127165,2018-12-28 12:30:00,DIV9-3D-3389-1,Division 9,DIV9-3D,DIV9-3D-3389
bm_20180714086_2018-12-06 11:00:00,20180714086,2018-12-06 11:00:00,DIV6-2A-9-2,Division 6,DIV6-2A,DIV6-2A-9
bm_20180611001_2018-10-01 23:30:00,20180611001,2018-10-01 23:30:00,DIV6-2A-12-2,Division 6,DIV6-2A,DIV6-2A-12
bm_20180703210_2019-02-22 17:30:00,20180703210,2019-02-22 17:30:00,DIV6-1N-11-1,Division 6,DIV6-1N,DIV6-1N-11
bm_20170130010_2019-01-26 11:00:00,20170130010,2019-01-26 11:00:00,DIV 15-JF-JEFFERSON CO-GENERAL,Division 15,DIV15-JF,DIV15-JF-JEFFERSON CO
bm_20171003213_2019-01-30 06:30:00,20171003213,2019-01-30 06:30:00,DIV 15-JF-JEFFERSON CO-GENERAL,Division 15,DIV15-JF,DIV15-JF-JEFFERSON CO
bm_20150721256_2019-02-07 21:00:00,20150721256,2019-02-07 21:00:00,DIV9-3D-3382-1,Division 9,DIV9-3D,DIV9-3D-3382
bm_20180113080_2018-12-22 10:30:00,20180113080,2018-12-22 10:30:00,DIV9-3D-3188-2,Division 9,DIV9-3D,DIV9-3D-3188
bm_20160915204_2019-02-22 12:00:00,20160915204,2019-02-22 12:00:00,DIV10-4C-4313-1,Division 10,DIV10-4C,DIV10-4C-4313
bm_20140409114_2019-02-18 11:00:00,20140409114,2019-02-18 11:00:00,DIV9-1G-1091-2,Division 9,DIV9-1G,DIV9-1G-1091
bm_20180525198_2019-02-17 00:00:00,20180525198,2019-02-17 00:00:00,Div11-BJ-411-2,Division 11,DIV11-BJ,DIV11-BJ-411
bm_20180115100_2019-02-22 11:30:00,20180115100,2019-02-22 11:30:00,DIV08-3A-9-1,Division 8 RTU,DIV08-3A,DIV08-3A-9
bm_20180816140_2019-01-27 20:55:00,20180816140,2019-01-27 20:55:00,DIV5-2F-13-2,Division 5,DIV5-2F,DIV5-2F-13
bm_20170713226_2019-02-16 23:30:00,20170713226,2019-02-16 23:30:00,DIV9-1G-1086-1,Division 9,DIV9-1G,DIV9-1G-1086
bm_20180722002_2018-11-20 11:20:00,20180722002,2018-11-20 11:20:00,DIV9-2G-2289-1,Division 9,DIV9-2G,DIV9-2G-2289
bm_20180127092_2019-01-24 23:30:00,20180127092,2019-01-24 23:30:00,DIV6-1H-1-1,Division 6,DIV6-1H,DIV6-1H-1
bm_20180829214_2018-08-29 23:00:00,20180829214,2018-08-29 23:00:00,DIV9-2G-2091-1,Division 9,DIV9-2G,DIV9-2G-2091
bm_20181018005_2019-02-10 23:00:00,20181018005,2019-02-10 23:00:00,DIV08-5F-D4-27,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20181019136_2019-02-02 11:00:00,20181019136,2019-02-02 11:00:00,DIV6-2K-19-1,Division 6,DIV6-2K,DIV6-2K-19
bm_20171030083_2019-01-28 11:00:00,20171030083,2019-01-28 11:00:00,Div11-AG-302-1,Division 11,DIV11-AG,DIV11-AG-302
bm_20180912118_2019-02-22 20:30:00,20180912118,2019-02-22 20:30:00,DIV6-1D-10-1,Division 6,DIV6-1D,DIV6-1D-10
bm_20180512173_2019-02-17 23:30:00,20180512173,2019-02-17 23:30:00,DIV08-4G-D5-29,Division 8 RTU,DIV08-4G,DIV08-4G-D5
bm_20160422236_2017-10-21 13:02:00,20160422236,2017-10-21 13:02:00,Div11-CD-208-2,Division 11,DIV11-CD,DIV11-CD-208
bm_20170211136_2019-02-17 10:30:00,20170211136,2019-02-17 10:30:00,DIV9-1H-1262-2,Division 9,DIV9-1H,DIV9-1H-1262
bm_20180619102_2019-02-14 12:00:00,20180619102,2019-02-14 12:00:00,DIV9-1H-1065-1,Division 9,DIV9-1H,DIV9-1H-1065
bm_20180607016_2019-02-20 10:30:00,20180607016,2019-02-20 10:30:00,DIV6-1H-11-1,Division 6,DIV6-1H,DIV6-1H-11
bm_20180708109_2019-01-24 21:00:00,20180708109,2019-01-24 21:00:00,DIV6-1H-4-2,Division 6,DIV6-1H,DIV6-1H-4
bm_20180225058_2019-01-26 20:00:00,20180225058,2019-01-26 20:00:00,DIV6-1R-18-1,Division 6,DIV6-1R,DIV6-1R-18
bm_20180926143_2019-02-23 09:00:00,20180926143,2019-02-23 09:00:00,DIV6-1J-20-1,Division 6,DIV6-1J,DIV6-1J-20
bm_20170411003_2019-02-21 18:00:00,20170411003,2019-02-21 18:00:00,Div11-CC-108-2,Division 11,DIV11-CC,DIV11-CC-108
bm_20180228072_2019-02-16 11:00:00,20180228072,2019-02-16 11:00:00,DIV9-1H-1268-2,Division 9,DIV9-1H,DIV9-1H-1268
bm_20161018113_2019-02-21 13:00:00,20161018113,2019-02-21 13:00:00,DIV9-1G-1289-2,Division 9,DIV9-1G,DIV9-1G-1289
bm_20180327148_2019-02-11 23:00:00,20180327148,2019-02-11 23:00:00,Div11-CD-201-2,Division 11,DIV11-CD,DIV11-CD-201
bm_20170915231_2019-02-09 09:44:00,20170915231,2019-02-09 09:44:00,DIV9-1G-1088-1,Division 9,DIV9-1G,DIV9-1G-1088
bm_20170703185_2019-02-21 19:00:00,20170703185,2019-02-21 19:00:00,Div11-CC-108-1,Division 11,DIV11-CC,DIV11-CC-108
bm_20180926143_2019-02-21 00:00:00,20180926143,2019-02-21 00:00:00,DIV08-4F-D4-38,Division 8 RTU,DIV08-4F,DIV08-4F-D4
bm_20170607056_2019-02-22 08:00:00,20170607056,2019-02-22 08:00:00,DIV08-4A-5-2,Division 8 RTU,DIV08-4A,DIV08-4A-5
bm_20180531016_2018-09-29 09:00:00,20180531016,2018-09-29 09:00:00,DIV10-1B-1209-2,Division 10,DIV10-1B,DIV10-1B-1209
bm_20180524223_2019-02-23 04:00:00,20180524223,2019-02-23 04:00:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20170925020_2018-12-21 13:37:00,20170925020,2018-12-21 13:37:00,DIV10-1C-1313-1,Division 10,DIV10-1C,DIV10-1C-1313
bm_20181228032_2019-02-22 21:30:00,20181228032,2019-02-22 21:30:00,DIV10-2A-2119-1,Division 10,DIV10-2A,DIV10-2A-2119
bm_20170428208_2019-02-21 20:30:00,20170428208,2019-02-21 20:30:00,DIV08-3H-D6-10,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20180628093_2018-09-27 12:00:00,20180628093,2018-09-27 12:00:00,Div11-BJ-402-2,Division 11,DIV11-BJ,DIV11-BJ-402
bm_20180524223_2019-02-22 22:30:00,20180524223,2019-02-22 22:30:00,DIV08-3F-D4-25,Division 8 RTU,DIV08-3F,DIV08-3F-D4
bm_20180930079_2018-10-21 15:30:00,20180930079,2018-10-21 15:30:00,Div11-CJ-311-2,Division 11,DIV11-CJ,DIV11-CJ-311
bm_20180524223_2019-02-15 13:00:00,20180524223,2019-02-15 13:00:00,DIV08-3H-D6-17,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20180115030_2018-01-15 00:00:00,20180115030,2018-01-15 00:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20181228032_2019-02-19 19:00:00,20181228032,2019-02-19 19:00:00,DIV08-2F-D2-22,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180719076_2019-01-19 11:00:00,20180719076,2019-01-19 11:00:00,DIV 15-US-US MARSHAL-GENERAL,Division 15,DIV15-US,DIV15-US-US MARSHAL
bm_20180912118_2019-01-10 21:00:00,20180912118,2019-01-10 21:00:00,DIV6-2K-15-2,Division 6,DIV6-2K,DIV6-2K-15
bm_20180215126_2019-02-21 11:30:00,20180215126,2019-02-21 11:30:00,DIV9-2A-2325-2,Division 9,DIV9-2A,DIV9-2A-2325
bm_20190114151_2019-01-17 23:30:00,20190114151,2019-01-17 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180826119_2019-01-17 23:00:00,20180826119,2019-01-17 23:00:00,DIV15-FEM-FEMALE ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-FEM,DIV15-FEM-FEMALE ELECTRONIC MONITORING
bm_20170923038_2019-02-20 12:30:00,20170923038,2019-02-20 12:30:00,DIV08-5D-D3-19,Division 8 RTU,DIV08-5D,DIV08-5D-D3
bm_20180117058_2019-02-22 12:52:00,20180117058,2019-02-22 12:52:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20161207002_2018-11-07 11:00:00,20161207002,2018-11-07 11:00:00,DIV9-3A-3333-1,Division 9,DIV9-3A,DIV9-3A-3333
bm_20131212262_2019-01-27 12:30:00,20131212262,2019-01-27 12:30:00,Div11-CD-107-1,Division 11,DIV11-CD,DIV11-CD-107
bm_20131030277_2018-08-12 16:30:00,20131030277,2018-08-12 16:30:00,Div11-CD-109-2,Division 11,DIV11-CD,DIV11-CD-109
bm_20180313052_2019-02-21 21:00:00,20180313052,2019-02-21 21:00:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20150831265_2018-07-08 08:00:00,20150831265,2018-07-08 08:00:00,DIV9-2G-2091-2,Division 9,DIV9-2G,DIV9-2G-2091
bm_20180912114_2019-02-12 20:00:00,20180912114,2019-02-12 20:00:00,DIV6-1D-9-1,Division 6,DIV6-1D,DIV6-1D-9
bm_20180703210_2019-02-13 21:00:00,20180703210,2019-02-13 21:00:00,DIV9-2G-2087-1,Division 9,DIV9-2G,DIV9-2G-2087
bm_20180624025_2019-02-22 11:30:00,20180624025,2019-02-22 11:30:00,DIV2-D2-R-1,Division 2,DIV2-D2,DIV2-D2-R
bm_20180803045_2019-02-13 08:30:00,20180803045,2019-02-13 08:30:00,DIV08-3H-D6-23,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20180118013_2018-02-08 23:00:00,20180118013,2018-02-08 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180607118_2018-06-15 01:00:00,20180607118,2018-06-15 01:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
