event_id,booking_id,bed_start_date_time,bed_assignment,facility,section,cell
bm_20180124104_2018-06-01 21:30:00,20180124104,2018-06-01 21:30:00,DIV6-2N-8-2,Division 6,DIV6-2N,DIV6-2N-8
bm_20171227054_2018-03-13 19:30:00,20171227054,2018-03-13 19:30:00,DIV6-2H-9-1,Division 6,DIV6-2H,DIV6-2H-9
bm_20180302118_2018-03-29 04:30:00,20180302118,2018-03-29 04:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20170418153_2018-07-01 20:00:00,20170418153,2018-07-01 20:00:00,DIV2-D2-S-24,Division 2,DIV2-D2,DIV2-D2-S
bm_20180625114_2018-07-01 23:30:00,20180625114,2018-07-01 23:30:00,DIV6-1B-5-2,Division 6,DIV6-1B,DIV6-1B-5
bm_20180626172_2018-07-01 23:30:00,20180626172,2018-07-01 23:30:00,DIV6-1B-3-2,Division 6,DIV6-1B,DIV6-1B-3
bm_20121014168_2018-06-21 19:00:00,20121014168,2018-06-21 19:00:00,DIV9-1G-1089-2,Division 9,DIV9-1G,DIV9-1G-1089
bm_20180323186_2018-03-23 23:00:00,20180323186,2018-03-23 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20170611150_2018-06-07 08:47:00,20170611150,2018-06-07 08:47:00,DIV10-3C-3303-2,Division 10,DIV10-3C,DIV10-3C-3303
bm_20180516182_2018-06-22 08:30:00,20180516182,2018-06-22 08:30:00,DIV08-5F-D4-32,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20180206096_2018-06-17 21:00:00,20180206096,2018-06-17 21:00:00,DIV9-1D-1392-2,Division 9,DIV9-1D,DIV9-1D-1392
bm_20180315007_2018-06-30 04:30:00,20180315007,2018-06-30 04:30:00,DIV9-1F-1031-1,Division 9,DIV9-1F,DIV9-1F-1031
bm_20180512172_2018-06-15 23:00:00,20180512172,2018-06-15 23:00:00,DIV17-SFFP-SFFP-General,Division 17,DIV17-SFFP,DIV17-SFFP-SFFP
bm_20170215125_2018-06-04 16:00:00,20170215125,2018-06-04 16:00:00,DIV9-1H-1066-2,Division 9,DIV9-1H,DIV9-1H-1066
bm_20170526153_2018-04-07 11:30:00,20170526153,2018-04-07 11:30:00,DIV6-2Q-7-2,Division 6,DIV6-2Q,DIV6-2Q-7
bm_20150726067_2018-03-12 18:30:00,20150726067,2018-03-12 18:30:00,DIV6-2R-7-1,Division 6,DIV6-2R,DIV6-2R-7
bm_20180329084_2018-04-06 13:00:00,20180329084,2018-04-06 13:00:00,DIV6-2Q-7-1,Division 6,DIV6-2Q,DIV6-2Q-7
bm_20180525151_2018-06-30 02:30:00,20180525151,2018-06-30 02:30:00,DIV2-D3-CC-25,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180609131_2018-06-10 00:00:00,20180609131,2018-06-10 00:00:00,DIV6-2R-7-2,Division 6,DIV6-2R,DIV6-2R-7
bm_20180525173_2018-07-01 20:30:00,20180525173,2018-07-01 20:30:00,DIV6-2Q-3-2,Division 6,DIV6-2Q,DIV6-2Q-3
bm_20171210020_2018-07-01 20:30:00,20171210020,2018-07-01 20:30:00,DIV6-1A-15-2,Division 6,DIV6-1A,DIV6-1A-15
bm_20171210020_2018-06-24 19:30:00,20171210020,2018-06-24 19:30:00,DIV6-2J-10-2,Division 6,DIV6-2J,DIV6-2J-10
bm_20180525173_2018-06-27 18:00:00,20180525173,2018-06-27 18:00:00,DIV6-2J-16-2,Division 6,DIV6-2J,DIV6-2J-16
bm_20170418153_2018-06-26 17:30:00,20170418153,2018-06-26 17:30:00,DIV2-D2-P-33,Division 2,DIV2-D2,DIV2-D2-P
bm_20180311043_2018-03-12 23:30:00,20180311043,2018-03-12 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20170504016_2018-07-01 17:30:00,20170504016,2018-07-01 17:30:00,DIV10-3C-3318-1,Division 10,DIV10-3C,DIV10-3C-3318
bm_20180614207_2018-06-30 19:30:00,20180614207,2018-06-30 19:30:00,DIV2-D3-AA-31,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180420013_2018-06-30 19:00:00,20180420013,2018-06-30 19:00:00,DIV2-D3-AA-18,Division 2,DIV2-D3,DIV2-D3-AA
bm_20150925243_2018-06-30 19:30:00,20150925243,2018-06-30 19:30:00,DIV2-D3-AA-36,Division 2,DIV2-D3,DIV2-D3-AA
bm_20140520279_2018-06-30 19:30:00,20140520279,2018-06-30 19:30:00,DIV2-D3-AA-42,Division 2,DIV2-D3,DIV2-D3-AA
bm_20170627008_2018-06-30 19:30:00,20170627008,2018-06-30 19:30:00,DIV2-D3-AA-34,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180623046_2018-06-30 19:30:00,20180623046,2018-06-30 19:30:00,DIV2-D3-AA-6,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180416012_2018-06-30 19:00:00,20180416012,2018-06-30 19:00:00,DIV2-D3-AA-21,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180404081_2018-06-30 19:30:00,20180404081,2018-06-30 19:30:00,DIV2-D3-AA-39,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180123208_2018-06-30 19:30:00,20180123208,2018-06-30 19:30:00,DIV2-D3-AA-3,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180605087_2018-07-01 18:00:00,20180605087,2018-07-01 18:00:00,DIV2-D3-AA-7,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180303001_2018-06-30 19:00:00,20180303001,2018-06-30 19:00:00,DIV2-D3-AA-19,Division 2,DIV2-D3,DIV2-D3-AA
bm_20170720137_2018-06-30 19:30:00,20170720137,2018-06-30 19:30:00,DIV2-D3-AA-5,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180327088_2018-06-30 19:00:00,20180327088,2018-06-30 19:00:00,DIV2-D3-AA-2,Division 2,DIV2-D3,DIV2-D3-AA
bm_20170610054_2018-06-30 19:00:00,20170610054,2018-06-30 19:00:00,DIV2-D3-AA-1,Division 2,DIV2-D3,DIV2-D3-AA
bm_20151014266_2018-06-30 19:30:00,20151014266,2018-06-30 19:30:00,DIV2-D3-AA-4,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180330215_2018-06-30 19:00:00,20180330215,2018-06-30 19:00:00,DIV2-D3-AA-11,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180512164_2018-06-30 19:00:00,20180512164,2018-06-30 19:00:00,DIV2-D3-AA-22,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180429091_2018-06-15 10:00:00,20180429091,2018-06-15 10:00:00,DIV8-2S-2117-2,Division 8,DIV8-2S,DIV8-2S-2117
bm_20180605087_2018-06-30 01:00:00,20180605087,2018-06-30 01:00:00,DIV6-1Q-2-1,Division 6,DIV6-1Q,DIV6-1Q-2
bm_20180126057_2018-06-19 00:00:00,20180126057,2018-06-19 00:00:00,DIV6-1K-10-1,Division 6,DIV6-1K,DIV6-1K-10
bm_20180615021_2018-06-22 21:30:00,20180615021,2018-06-22 21:30:00,DIV9-3C-3364-1,Division 9,DIV9-3C,DIV9-3C-3364
bm_20170504016_2018-07-01 16:20:00,20170504016,2018-07-01 16:20:00,DIV2-D3-AA-9,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180307112_2018-06-07 09:00:00,20180307112,2018-06-07 09:00:00,DIV6-1K-9-1,Division 6,DIV6-1K,DIV6-1K-9
bm_20180205074_2018-04-24 13:00:00,20180205074,2018-04-24 13:00:00,DIV9-3F-3032-1,Division 9,DIV9-3F,DIV9-3F-3032
bm_20180322010_2018-07-01 16:15:00,20180322010,2018-07-01 16:15:00,DIV2-D3-AA-7,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180626123_2018-06-27 04:30:00,20180626123,2018-06-27 04:30:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20180610164_2018-06-11 09:00:00,20180610164,2018-06-11 09:00:00,DIV10-3C-3318-1,Division 10,DIV10-3C,DIV10-3C-3318
bm_20180308010_2018-06-27 21:30:00,20180308010,2018-06-27 21:30:00,DIV8-2N-Dayroom-DR,Division 8,DIV8-2N,DIV8-2N-Dayroom
bm_20170504016_2018-06-12 10:30:00,20170504016,2018-06-12 10:30:00,DIV6-1K-9-2,Division 6,DIV6-1K,DIV6-1K-9
bm_20180322010_2018-06-16 09:00:00,20180322010,2018-06-16 09:00:00,DIV6-1K-10-2,Division 6,DIV6-1K,DIV6-1K-10
bm_20171213077_2018-06-18 15:30:00,20171213077,2018-06-18 15:30:00,DIV9-1H-1261-1,Division 9,DIV9-1H,DIV9-1H-1261
bm_20170914166_2018-06-18 17:00:00,20170914166,2018-06-18 17:00:00,DIV9-1H-1061-1,Division 9,DIV9-1H,DIV9-1H-1061
bm_20171122129_2018-05-16 19:30:00,20171122129,2018-05-16 19:30:00,DIV10-4A-4109-1,Division 10,DIV10-4A,DIV10-4A-4109
bm_20140919203_2018-06-21 21:00:00,20140919203,2018-06-21 21:00:00,DIV9-2B-2101-2,Division 9,DIV9-2B,DIV9-2B-2101
bm_20171109162_2018-06-01 10:30:00,20171109162,2018-06-01 10:30:00,DIV10-4A-4124-2,Division 10,DIV10-4A,DIV10-4A-4124
bm_20180614028_2018-06-29 08:00:00,20180614028,2018-06-29 08:00:00,DIV6-2R-12-1,Division 6,DIV6-2R,DIV6-2R-12
bm_20180628120_2018-06-28 23:00:00,20180628120,2018-06-28 23:00:00,DIV08-2F-D2-32,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20171212053_2018-05-04 08:00:00,20171212053,2018-05-04 08:00:00,DIV6-1N-15-2,Division 6,DIV6-1N,DIV6-1N-15
bm_20170517095_2018-03-27 09:30:00,20170517095,2018-03-27 09:30:00,DIV6-1A-15-2,Division 6,DIV6-1A,DIV6-1A-15
bm_20171020033_2018-06-24 11:00:00,20171020033,2018-06-24 11:00:00,DIV6-2Q-3-2,Division 6,DIV6-2Q,DIV6-2Q-3
bm_20170826014_2018-05-26 23:30:00,20170826014,2018-05-26 23:30:00,DIV6-1A-3-2,Division 6,DIV6-1A,DIV6-1A-3
bm_20180105024_2018-05-23 13:30:00,20180105024,2018-05-23 13:30:00,DIV6-1A-7-1,Division 6,DIV6-1A,DIV6-1A-7
bm_20180517058_2018-07-01 00:30:00,20180517058,2018-07-01 00:30:00,DIV08-2E-2-1,Division 8 RTU,DIV08-2E,DIV08-2E-2
bm_20140813208_2018-06-16 10:00:00,20140813208,2018-06-16 10:00:00,DIV9-1G-1085-2,Division 9,DIV9-1G,DIV9-1G-1085
bm_20170211188_2018-05-27 21:00:00,20170211188,2018-05-27 21:00:00,Div11-DD-101-1,Division 11,DIV11-DD,DIV11-DD-101
bm_20180624016_2018-06-27 00:00:00,20180624016,2018-06-27 00:00:00,DIV6-2R-19-2,Division 6,DIV6-2R,DIV6-2R-19
bm_20161214054_2018-06-22 18:00:00,20161214054,2018-06-22 18:00:00,DIV9-1G-1288-1,Division 9,DIV9-1G,DIV9-1G-1288
bm_20180131094_2018-06-03 13:30:00,20180131094,2018-06-03 13:30:00,DIV9-1F-1025-1,Division 9,DIV9-1F,DIV9-1F-1025
bm_20120917003_2018-06-24 12:00:00,20120917003,2018-06-24 12:00:00,DIV9-1E-1005-1,Division 9,DIV9-1E,DIV9-1E-1005
bm_20180208080_2018-04-28 09:30:00,20180208080,2018-04-28 09:30:00,DIV08-3B-D1-18,Division 8 RTU,DIV08-3B,DIV08-3B-D1
bm_20180124122_2018-03-09 03:00:00,20180124122,2018-03-09 03:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180220189_2018-06-30 11:00:00,20180220189,2018-06-30 11:00:00,DIV08-2B-D1-13,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20170625126_2018-06-27 16:00:00,20170625126,2018-06-27 16:00:00,DIV9-1H-1266-1,Division 9,DIV9-1H,DIV9-1H-1266
bm_20171211111_2018-06-29 02:30:00,20171211111,2018-06-29 02:30:00,DIV08-2E-6-1,Division 8 RTU,DIV08-2E,DIV08-2E-6
bm_20180625023_2018-06-24 23:00:00,20180625023,2018-06-24 23:00:00,DIV08-2F-D2-35,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180409094_2018-06-15 09:30:00,20180409094,2018-06-15 09:30:00,DIV08-4D-D3-27,Division 8 RTU,DIV08-4D,DIV08-4D-D3
bm_20180228098_2018-05-31 09:05:00,20180228098,2018-05-31 09:05:00,DIV08-3H-D6-11,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20180615099_2018-06-23 03:30:00,20180615099,2018-06-23 03:30:00,DIV08-2B-D1-4,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180628087_2018-06-28 23:00:00,20180628087,2018-06-28 23:00:00,DIV08-2B-D1-23,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180330122_2018-06-06 02:00:00,20180330122,2018-06-06 02:00:00,DIV08-3F-D4-23,Division 8 RTU,DIV08-3F,DIV08-3F-D4
bm_20170604052_2018-06-30 11:00:00,20170604052,2018-06-30 11:00:00,DIV08-2B-D1-34,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180513153_2018-06-07 13:00:00,20180513153,2018-06-07 13:00:00,DIV08-3H-D6-35,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20180620020_2018-06-30 03:00:00,20180620020,2018-06-30 03:00:00,DIV2-D2-W-36,Division 2,DIV2-D2,DIV2-D2-W
bm_20180504042_2018-06-30 04:30:00,20180504042,2018-06-30 04:30:00,DIV2-D2-W-15,Division 2,DIV2-D2,DIV2-D2-W
bm_20180126094_2018-06-30 04:30:00,20180126094,2018-06-30 04:30:00,DIV2-D2-W-16,Division 2,DIV2-D2,DIV2-D2-W
bm_20180311088_2018-06-30 03:30:00,20180311088,2018-06-30 03:30:00,DIV2-D2-U-13,Division 2,DIV2-D2,DIV2-D2-U
bm_20180516094_2018-06-27 13:00:00,20180516094,2018-06-27 13:00:00,DIV2-D2-U-14,Division 2,DIV2-D2,DIV2-D2-U
bm_20180625163_2018-07-01 00:00:00,20180625163,2018-07-01 00:00:00,DIV2-D2-O-30,Division 2,DIV2-D2,DIV2-D2-O
bm_20171114080_2018-06-30 02:30:00,20171114080,2018-06-30 02:30:00,DIV2-D2-N-7,Division 2,DIV2-D2,DIV2-D2-N
bm_20180424092_2018-06-30 02:30:00,20180424092,2018-06-30 02:30:00,DIV2-D2-N-8,Division 2,DIV2-D2,DIV2-D2-N
bm_20180125054_2018-06-30 02:30:00,20180125054,2018-06-30 02:30:00,DIV2-D2-O-16,Division 2,DIV2-D2,DIV2-D2-O
bm_20180622022_2018-06-30 01:30:00,20180622022,2018-06-30 01:30:00,DIV2-D2-N-10,Division 2,DIV2-D2,DIV2-D2-N
bm_20180625170_2018-07-01 08:00:00,20180625170,2018-07-01 08:00:00,DIV6-1B-14-1,Division 6,DIV6-1B,DIV6-1B-14
bm_20180619087_2018-06-30 00:30:00,20180619087,2018-06-30 00:30:00,DIV2-D2-M-23,Division 2,DIV2-D2,DIV2-D2-M
bm_20180613150_2018-06-30 01:00:00,20180613150,2018-06-30 01:00:00,DIV2-D2-M-45,Division 2,DIV2-D2,DIV2-D2-M
bm_20180619100_2018-06-30 00:30:00,20180619100,2018-06-30 00:30:00,DIV2-D2-M-22,Division 2,DIV2-D2,DIV2-D2-M
bm_20180322070_2018-06-30 00:30:00,20180322070,2018-06-30 00:30:00,DIV2-D2-M-31,Division 2,DIV2-D2,DIV2-D2-M
bm_20180628178_2018-06-30 01:00:00,20180628178,2018-06-30 01:00:00,DIV2-D2-M-42,Division 2,DIV2-D2,DIV2-D2-M
bm_20180628174_2018-06-30 00:30:00,20180628174,2018-06-30 00:30:00,DIV2-D2-M-32,Division 2,DIV2-D2,DIV2-D2-M
bm_20180528056_2018-06-30 01:00:00,20180528056,2018-06-30 01:00:00,DIV2-D2-M-41,Division 2,DIV2-D2,DIV2-D2-M
bm_20180508174_2018-06-25 20:00:00,20180508174,2018-06-25 20:00:00,DIV08-5A-9-1,Division 8 RTU,DIV08-5A,DIV08-5A-9
bm_20180421123_2018-06-30 00:00:00,20180421123,2018-06-30 00:00:00,DIV2-D2-M-13,Division 2,DIV2-D2,DIV2-D2-M
bm_20180626172_2018-06-26 23:00:00,20180626172,2018-06-26 23:00:00,DIV08-2G-D3-7,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20180530089_2018-06-23 08:00:00,20180530089,2018-06-23 08:00:00,DIV08-3C-D2-12,Division 8 RTU,DIV08-3C,DIV08-3C-D2
bm_20180626035_2018-06-26 23:00:00,20180626035,2018-06-26 23:00:00,DIV08-5G-D5-31,Division 8 RTU,DIV08-5G,DIV08-5G-D5
bm_20180217051_2018-04-13 11:00:00,20180217051,2018-04-13 11:00:00,DIV08-4G-D5-24,Division 8 RTU,DIV08-4G,DIV08-4G-D5
bm_20180625114_2018-06-30 20:00:00,20180625114,2018-06-30 20:00:00,DIV08-2B-D1-19,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180521082_2018-06-30 19:30:00,20180521082,2018-06-30 19:30:00,DIV2-D3-AA-24,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180130042_2018-06-26 16:00:00,20180130042,2018-06-26 16:00:00,DIV2-D2-T-30,Division 2,DIV2-D2,DIV2-D2-T
bm_20180626060_2018-06-26 23:30:00,20180626060,2018-06-26 23:30:00,DIV08-2B-D1-20,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180627080_2018-06-27 23:30:00,20180627080,2018-06-27 23:30:00,DIV08-2F-D2-15,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180405089_2018-06-30 19:00:00,20180405089,2018-06-30 19:00:00,DIV2-D3-AA-23,Division 2,DIV2-D3,DIV2-D3-AA
bm_20170921011_2018-06-29 19:00:00,20170921011,2018-06-29 19:00:00,DIV08-3D-D3-5,Division 8 RTU,DIV08-3D,DIV08-3D-D3
bm_20180626141_2018-06-26 23:30:00,20180626141,2018-06-26 23:30:00,DIV08-2B-D1-3_X,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180626146_2018-06-29 02:00:00,20180626146,2018-06-29 02:00:00,DIV08-2F-D2-5,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180124011_2018-06-30 19:00:00,20180124011,2018-06-30 19:00:00,DIV2-D3-AA-25,Division 2,DIV2-D3,DIV2-D3-AA
bm_20170826018_2018-07-01 07:05:00,20170826018,2018-07-01 07:05:00,DIV 15-EMAW-EM AWOLS-GENERAL,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS
bm_20180419151_2018-04-24 23:00:00,20180419151,2018-04-24 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20170211136_2018-07-01 06:29:00,20170211136,2018-07-01 06:29:00,DIV 15-EMAW-EM AWOLS-GENERAL,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS
bm_20170211136_2017-12-30 01:00:00,20170211136,2017-12-30 01:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180604052_2018-06-12 19:30:00,20180604052,2018-06-12 19:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180629099_2018-06-29 23:30:00,20180629099,2018-06-29 23:30:00,DIV08-2B-D1-33,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20170529057_2018-06-22 20:30:00,20170529057,2018-06-22 20:30:00,DIV9-1H-1060-1,Division 9,DIV9-1H,DIV9-1H-1060
bm_20180625077_2018-07-01 02:30:00,20180625077,2018-07-01 02:30:00,DIV10-4B-4213-1,Division 10,DIV10-4B,DIV10-4B-4213
bm_20180602153_2018-06-26 08:00:00,20180602153,2018-06-26 08:00:00,DIV2-D2-V-48,Division 2,DIV2-D2,DIV2-D2-V
bm_20180317097_2018-06-26 17:00:00,20180317097,2018-06-26 17:00:00,DIV2-D2-V-1,Division 2,DIV2-D2,DIV2-D2-V
bm_20180321051_2018-06-26 08:00:00,20180321051,2018-06-26 08:00:00,DIV2-D2-V-13,Division 2,DIV2-D2,DIV2-D2-V
bm_20180506152_2018-06-26 08:00:00,20180506152,2018-06-26 08:00:00,DIV2-D2-V-11,Division 2,DIV2-D2,DIV2-D2-V
bm_20180411006_2018-06-27 11:30:00,20180411006,2018-06-27 11:30:00,DIV2-D2-V-14,Division 2,DIV2-D2,DIV2-D2-V
bm_20180515020_2018-06-26 08:00:00,20180515020,2018-06-26 08:00:00,DIV2-D2-V-45,Division 2,DIV2-D2,DIV2-D2-V
bm_20180220114_2018-06-30 04:00:00,20180220114,2018-06-30 04:00:00,DIV2-D2-V-41,Division 2,DIV2-D2,DIV2-D2-V
bm_20180429152_2018-06-26 08:00:00,20180429152,2018-06-26 08:00:00,DIV2-D2-V-35,Division 2,DIV2-D2,DIV2-D2-V
bm_20180408134_2018-06-26 08:00:00,20180408134,2018-06-26 08:00:00,DIV2-D2-V-42,Division 2,DIV2-D2,DIV2-D2-V
bm_20180511107_2018-06-26 08:00:00,20180511107,2018-06-26 08:00:00,DIV2-D2-V-40,Division 2,DIV2-D2,DIV2-D2-V
bm_20171029007_2018-06-30 04:00:00,20171029007,2018-06-30 04:00:00,DIV2-D2-V-33,Division 2,DIV2-D2,DIV2-D2-V
bm_20180525082_2018-06-26 17:00:00,20180525082,2018-06-26 17:00:00,DIV2-D2-V-32,Division 2,DIV2-D2,DIV2-D2-V
bm_20180618016_2018-06-26 08:00:00,20180618016,2018-06-26 08:00:00,DIV2-D2-V-39,Division 2,DIV2-D2,DIV2-D2-V
bm_20180203174_2018-06-26 08:00:00,20180203174,2018-06-26 08:00:00,DIV2-D2-V-30,Division 2,DIV2-D2,DIV2-D2-V
bm_20180203070_2018-06-26 08:00:00,20180203070,2018-06-26 08:00:00,DIV2-D2-V-34,Division 2,DIV2-D2,DIV2-D2-V
bm_20180618056_2018-06-26 08:00:00,20180618056,2018-06-26 08:00:00,DIV2-D2-V-47,Division 2,DIV2-D2,DIV2-D2-V
bm_20180213020_2018-06-26 08:00:00,20180213020,2018-06-26 08:00:00,DIV2-D2-V-31,Division 2,DIV2-D2,DIV2-D2-V
bm_20180331111_2018-06-26 08:00:00,20180331111,2018-06-26 08:00:00,DIV2-D2-V-46,Division 2,DIV2-D2,DIV2-D2-V
bm_20171215143_2018-05-26 09:00:00,20171215143,2018-05-26 09:00:00,DIV08-5G-D5-18,Division 8 RTU,DIV08-5G,DIV08-5G-D5
bm_20180530069_2018-06-26 17:00:00,20180530069,2018-06-26 17:00:00,DIV2-D2-V-2,Division 2,DIV2-D2,DIV2-D2-V
bm_20180511133_2018-06-26 08:00:00,20180511133,2018-06-26 08:00:00,DIV2-D2-V-26,Division 2,DIV2-D2,DIV2-D2-V
bm_20180618076_2018-06-26 17:00:00,20180618076,2018-06-26 17:00:00,DIV2-D2-V-3,Division 2,DIV2-D2,DIV2-D2-V
bm_20180417060_2018-06-26 08:00:00,20180417060,2018-06-26 08:00:00,DIV2-D2-V-27,Division 2,DIV2-D2,DIV2-D2-V
bm_20180608002_2018-06-28 21:00:00,20180608002,2018-06-28 21:00:00,DIV2-D2-V-19,Division 2,DIV2-D2,DIV2-D2-V
bm_20180410008_2018-06-26 08:00:00,20180410008,2018-06-26 08:00:00,DIV2-D2-V-20,Division 2,DIV2-D2,DIV2-D2-V
bm_20180612165_2018-06-26 17:00:00,20180612165,2018-06-26 17:00:00,DIV2-D2-V-5,Division 2,DIV2-D2,DIV2-D2-V
bm_20180621030_2018-06-26 08:00:00,20180621030,2018-06-26 08:00:00,DIV2-D2-V-24,Division 2,DIV2-D2,DIV2-D2-V
bm_20180119093_2018-06-30 04:00:00,20180119093,2018-06-30 04:00:00,DIV2-D2-V-15,Division 2,DIV2-D2,DIV2-D2-V
bm_20180331101_2018-06-26 08:00:00,20180331101,2018-06-26 08:00:00,DIV2-D2-V-17,Division 2,DIV2-D2,DIV2-D2-V
bm_20180308129_2018-06-26 17:00:00,20180308129,2018-06-26 17:00:00,DIV2-D2-V-4,Division 2,DIV2-D2,DIV2-D2-V
bm_20180430048_2018-06-26 08:00:00,20180430048,2018-06-26 08:00:00,DIV2-D2-V-18,Division 2,DIV2-D2,DIV2-D2-V
bm_20170721101_2018-06-26 08:00:00,20170721101,2018-06-26 08:00:00,DIV2-D2-V-22,Division 2,DIV2-D2,DIV2-D2-V
bm_20180114098_2018-01-14 20:00:00,20180114098,2018-01-14 20:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180104124_2018-06-26 20:30:00,20180104124,2018-06-26 20:30:00,DIV08-4C-D2-21,Division 8 RTU,DIV08-4C,DIV08-4C-D2
bm_20180328105_2018-03-29 00:00:00,20180328105,2018-03-29 00:00:00,DIV08-4C-D2-33,Division 8 RTU,DIV08-4C,DIV08-4C-D2
bm_20180515014_2018-06-27 13:00:00,20180515014,2018-06-27 13:00:00,DIV2-D2-T-44,Division 2,DIV2-D2,DIV2-D2-T
bm_20180516106_2018-06-26 16:00:00,20180516106,2018-06-26 16:00:00,DIV2-D2-T-36,Division 2,DIV2-D2,DIV2-D2-T
bm_20180616211_2018-06-26 17:00:00,20180616211,2018-06-26 17:00:00,DIV2-D2-T-22,Division 2,DIV2-D2,DIV2-D2-T
bm_20180312135_2018-06-30 03:30:00,20180312135,2018-06-30 03:30:00,DIV2-D2-T-42,Division 2,DIV2-D2,DIV2-D2-T
bm_20160912076_2018-06-28 21:00:00,20160912076,2018-06-28 21:00:00,DIV2-D2-T-31,Division 2,DIV2-D2,DIV2-D2-T
bm_20180501058_2018-06-26 16:00:00,20180501058,2018-06-26 16:00:00,DIV2-D2-T-28,Division 2,DIV2-D2,DIV2-D2-T
bm_20180606152_2018-06-26 16:30:00,20180606152,2018-06-26 16:30:00,DIV2-D2-T-43,Division 2,DIV2-D2,DIV2-D2-T
bm_20180509098_2018-06-26 16:00:00,20180509098,2018-06-26 16:00:00,DIV2-D2-T-32,Division 2,DIV2-D2,DIV2-D2-T
bm_20180610083_2018-06-26 16:00:00,20180610083,2018-06-26 16:00:00,DIV2-D2-T-13,Division 2,DIV2-D2,DIV2-D2-T
bm_20180321082_2018-06-26 16:30:00,20180321082,2018-06-26 16:30:00,DIV2-D2-T-40,Division 2,DIV2-D2,DIV2-D2-T
bm_20180511080_2018-06-26 17:00:00,20180511080,2018-06-26 17:00:00,DIV2-D2-T-27,Division 2,DIV2-D2,DIV2-D2-T
bm_20180408135_2018-06-26 16:00:00,20180408135,2018-06-26 16:00:00,DIV2-D2-T-15,Division 2,DIV2-D2,DIV2-D2-T
bm_20180419060_2018-06-26 16:00:00,20180419060,2018-06-26 16:00:00,DIV2-D2-T-5,Division 2,DIV2-D2,DIV2-D2-T
bm_20180607109_2018-06-26 16:00:00,20180607109,2018-06-26 16:00:00,DIV2-D2-T-34,Division 2,DIV2-D2,DIV2-D2-T
bm_20180407093_2018-06-26 16:00:00,20180407093,2018-06-26 16:00:00,DIV2-D2-T-12,Division 2,DIV2-D2,DIV2-D2-T
